Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,,
2015-01-02,94.78443908691406,102.94000244140625,104.19999694824219,102.44000244140625,103.76000213623047,31314600
2015-01-05,93.3940658569336,101.43000030517578,102.61000061035156,101.13999938964844,102.48999786376953,36521300
2015-01-06,92.14180755615234,100.06999969482422,101.75,99.62000274658203,101.58000183105469,66205500
2015-01-07,93.32964324951172,101.36000061035156,101.5999984741211,100.48999786376953,100.7300033569336,37577400
2015-01-08,95.11592102050781,103.30000305175781,103.5,102.11000061035156,102.22000122070312,40212600
2015-01-09,94.48979187011719,102.62000274658203,103.6500015258789,102.0199966430664,103.62000274658203,41410100
2015-01-12,93.50457000732422,101.55000305175781,102.93000030517578,101.29000091552734,102.81999969482422,34129800
2015-01-13,93.47693634033203,101.5199966430664,103.62000274658203,100.69999694824219,102.54000091552734,56162300
2015-01-14,92.9612808227539,100.95999908447266,101.4800033569336,100.06999969482422,100.5,51354200
2015-01-15,91.75508117675781,99.6500015258789,101.58999633789062,99.52999877929688,101.43000030517578,51005400
2015-01-16,92.83238220214844,100.81999969482422,100.94999694824219,99.36000061035156,99.5199966430664,35362200
2015-01-20,93.56900024414062,101.62000274658203,101.87999725341797,100.29000091552734,101.43000030517578,30964100
2015-01-21,94.04780578613281,102.13999938964844,102.62000274658203,100.95999908447266,101.31999969482422,40128800
2015-01-22,95.78809356689453,104.02999877929688,104.13999938964844,101.63999938964844,102.54000091552734,40887200
2015-01-23,95.99986267089844,104.26000213623047,104.58000183105469,103.72000122070312,104.0199966430664,34783000
2015-01-26,95.88936614990234,104.13999938964844,104.33000183105469,103.61000061035156,104.13999938964844,19960900
2015-01-27,93.40325927734375,101.44000244140625,102.55999755859375,101.0999984741211,102.5,45253200
2015-01-28,92.92446899414062,100.91999816894531,103.18000030517578,100.9000015258789,103.06999969482422,43591700
2015-01-29,93.81761169433594,101.88999938964844,102.08000183105469,99.95999908447266,100.83999633789062,46539700
2015-01-30,93.09022521972656,101.0999984741211,102.58000183105469,100.95999908447266,101.80000305175781,42927600
2015-02-02,93.90048217773438,101.9800033569336,102.06999969482422,99.75,101.33000183105469,43624700
2015-02-03,94.80282592773438,102.95999908447266,103.02999877929688,101.68000030517578,102.3499984741211,30750400
2015-02-04,94.71996307373047,102.87000274658203,103.55000305175781,102.30999755859375,102.54000091552734,34073200
2015-02-05,95.53946685791016,103.76000213623047,103.83000183105469,102.87000274658203,103.12999725341797,23605500
2015-02-06,94.95940399169922,103.12999725341797,104.16999816894531,102.76000213623047,103.91999816894531,34169300
2015-02-09,94.655517578125,102.80000305175781,103.29000091552734,102.55000305175781,102.7300033569336,22604700
2015-02-10,96.12874603271484,104.4000015258789,104.54000091552734,103.20999908447266,103.37000274658203,23686500
2015-02-11,96.4786605834961,104.77999877929688,105.0199966430664,104.31999969482422,104.5199966430664,20303600
2015-02-12,97.60198974609375,106.0,106.04000091552734,105.30000305175781,105.45999908447266,22520300
2015-02-13,98.43989562988281,106.91000366210938,106.93000030517578,106.0999984741211,106.30000305175781,29030200
2015-02-17,98.53196716308594,107.01000213623047,107.08000183105469,106.63999938964844,106.91000366210938,17675300
2015-02-18,98.67009735107422,107.16000366210938,107.22000122070312,106.73999786376953,106.87999725341797,15149600
2015-02-19,99.1581039428711,107.69000244140625,107.76000213623047,107.05999755859375,107.08999633789062,19828100
2015-02-20,99.82107543945312,108.41000366210938,108.47000122070312,107.27999877929688,107.62000274658203,28336700
2015-02-23,99.92235565185547,108.5199966430664,108.55000305175781,108.11000061035156,108.3499984741211,17868000
2015-02-24,99.99600982666016,108.5999984741211,108.7300033569336,108.05000305175781,108.37999725341797,19745000
2015-02-25,99.74739074707031,108.33000183105469,108.86000061035156,108.08999633789062,108.44000244140625,19472300
2015-02-26,100.25382232666016,108.87999725341797,108.94000244140625,108.13999938964844,108.44000244140625,22255500
2015-02-27,99.81185150146484,108.4000015258789,108.91000366210938,108.2300033569336,108.83999633789062,27757600
2015-03-02,100.71421813964844,109.37999725341797,109.41999816894531,108.58999633789062,108.61000061035156,22988600
2015-03-03,100.24462890625,108.87000274658203,109.16000366210938,108.18000030517578,109.05000305175781,20788900
2015-03-04,99.85787963867188,108.44999694824219,108.66999816894531,107.86000061035156,108.51000213623047,21007400
2015-03-05,100.03284454345703,108.63999938964844,108.97000122070312,108.19000244140625,108.7300033569336,15381000
2015-03-06,98.90027618408203,107.41000366210938,108.70999908447266,107.13999938964844,108.5,30990400
2015-03-09,99.18572998046875,107.72000122070312,107.98999786376953,107.19000244140625,107.62999725341797,26237100
2015-03-10,97.34419250488281,105.72000122070312,106.9800033569336,105.72000122070312,106.94999694824219,34234500
2015-03-11,96.78250885009766,105.11000061035156,106.01000213623047,105.06999969482422,105.87999725341797,25459700
2015-03-12,97.41783905029297,105.80000305175781,105.91999816894531,104.95999908447266,105.02999877929688,21473200
2015-03-13,96.99429321289062,105.33999633789062,106.12000274658203,104.68000030517578,105.69999694824219,42021100
2015-03-16,98.24653625488281,106.69999694824219,106.73999786376953,105.62000274658203,105.7300033569336,25674100
2015-03-17,98.4030532836914,106.87000274658203,107.04000091552734,106.16000366210938,106.41000366210938,19603800
2015-03-18,99.36990356445312,107.91999816894531,108.41000366210938,106.02999877929688,106.58000183105469,40622200
2015-03-19,99.51721954345703,108.08000183105469,108.37999725341797,107.87000274658203,108.02999877929688,31314000
2015-03-20,100.16139221191406,108.52999877929688,109.06999969482422,108.51000213623047,108.72000122070312,31761400
2015-03-23,99.9675521850586,108.31999969482422,108.7699966430664,108.27999877929688,108.47000122070312,17268500
2015-03-24,99.60762786865234,107.93000030517578,108.80999755859375,107.91000366210938,108.30999755859375,22445300
2015-03-25,97.32809448242188,105.45999908447266,108.19999694824219,105.41999816894531,108.0999984741211,41581400
2015-03-26,96.99586486816406,105.0999984741211,105.69999694824219,104.23999786376953,104.58999633789062,47846300
2015-03-27,97.38347625732422,105.5199966430664,105.7699966430664,104.91999816894531,105.08000183105469,33878400
2015-03-30,98.50016784667969,106.7300033569336,106.81999969482422,106.16000366210938,106.16000366210938,30570200
2015-03-31,97.45732879638672,105.5999984741211,106.6500015258789,105.56999969482422,106.43000030517578,30488100
2015-04-01,96.94973754882812,105.05000305175781,105.62000274658203,104.37000274658203,105.5999984741211,32970500
2015-04-02,97.01433563232422,105.12000274658203,105.45999908447266,104.77999877929688,105.1500015258789,19164200
2015-04-06,97.8080062866211,105.9800033569336,106.2699966430664,104.33999633789062,104.5,24451100
2015-04-07,97.64189910888672,105.80000305175781,106.69999694824219,105.80000305175781,105.91999816894531,19379400
2015-04-08,98.41710662841797,106.63999938964844,106.79000091552734,105.83000183105469,105.83999633789062,25866900
2015-04-09,99.03544616699219,107.30999755859375,107.3499984741211,106.2300033569336,106.58999633789062,23114700
2015-04-10,99.44153594970703,107.75,107.76000213623047,107.02999877929688,107.2699966430664,17164300
2015-04-13,99.19235229492188,107.4800033569336,108.37999725341797,107.36000061035156,107.83000183105469,17783500
2015-04-14,98.90623474121094,107.16999816894531,107.68000030517578,106.55999755859375,107.37000274658203,23755700
2015-04-15,99.52458953857422,107.83999633789062,108.06999969482422,107.31999969482422,107.44999694824219,21128600
2015-04-16,99.38616180419922,107.69000244140625,107.87999725341797,107.4000015258789,107.55000305175781,16195300
2015-04-17,97.835693359375,106.01000213623047,106.94999694824219,105.55000305175781,106.66000366210938,46514000
2015-04-20,99.30308532714844,107.5999984741211,107.79000091552734,106.5,106.54000091552734,28945900
2015-04-21,99.72763061523438,108.05999755859375,108.41000366210938,107.93000030517578,108.22000122070312,22759800
2015-04-22,100.27213287353516,108.6500015258789,108.83000183105469,107.63999938964844,108.33999633789062,21429200
2015-04-23,100.65052032470703,109.05999755859375,109.55000305175781,108.26000213623047,108.27999877929688,29473200
2015-04-24,102.01641845703125,110.54000091552734,110.69000244140625,110.02999877929688,110.20999908447266,32508100
2015-04-27,101.75800323486328,110.26000213623047,111.16000366210938,110.0199966430664,110.94999694824219,31121300
2015-04-28,101.5549545288086,110.04000091552734,110.55000305175781,109.11000061035156,110.33999633789062,36849200
2015-04-29,100.91814422607422,109.3499984741211,110.06999969482422,108.75,109.43000030517578,34043900
2015-04-30,99.33077239990234,107.62999725341797,109.16999816894531,107.05999755859375,108.7300033569336,44080500
2015-05-01,100.64129638671875,109.05000305175781,109.12000274658203,108.02999877929688,108.05000305175781,32874300
2015-05-04,100.8073959350586,109.2300033569336,109.91000366210938,109.16999816894531,109.4000015258789,23507300
2015-05-05,99.16465759277344,107.44999694824219,109.0,107.4000015258789,108.80000305175781,47843300
2015-05-06,98.48170471191406,106.70999908447266,107.94999694824219,106.0,107.63999938964844,42687200
2015-05-07,99.07238006591797,107.3499984741211,107.6500015258789,106.5999984741211,106.68000030517578,29335800
2015-05-08,100.30905151367188,108.69000244140625,108.91999816894531,108.30000305175781,108.45999908447266,33023300
2015-05-11,99.92142486572266,108.2699966430664,108.9800033569336,108.19000244140625,108.76000213623047,19679300
2015-05-12,99.46922302246094,107.77999877929688,108.33000183105469,106.80000305175781,107.62999725341797,33665000
2015-05-13,99.67225646972656,108.0,108.80999755859375,107.83999633789062,108.25,20738400
2015-05-14,101.13040924072266,109.58000183105469,109.66999816894531,108.4800033569336,108.87999725341797,23904200
2015-05-15,101.13040924072266,109.58000183105469,110.01000213623047,109.30999755859375,109.86000061035156,23937400
2015-05-18,101.57341003417969,110.05999755859375,110.27999877929688,109.31999969482422,109.4000015258789,17631100
2015-05-19,101.46265411376953,109.94000244140625,110.3499984741211,109.76000213623047,110.18000030517578,14212900
2015-05-20,101.52725219726562,110.01000213623047,110.66999816894531,109.43000030517578,110.0199966430664,21131900
2015-05-21,102.05330657958984,110.58000183105469,110.7300033569336,109.66000366210938,109.81999969482422,16771800
2015-05-22,101.9518051147461,110.47000122070312,110.87000274658203,110.37999725341797,110.44999694824219,13543800
2015-05-26,100.77973175048828,109.19999694824219,110.37999725341797,108.76000213623047,110.2300033569336,25488400
2015-05-27,102.40401458740234,110.95999908447266,111.08000183105469,109.29000091552734,109.52999877929688,30572700
2015-05-28,102.17326354980469,110.70999908447266,111.01000213623047,110.37000274658203,110.75,17302400
2015-05-29,101.56417846679688,110.05000305175781,110.79000091552734,109.79000091552734,110.63999938964844,30383000
2015-06-01,101.9056396484375,110.41999816894531,110.72000122070312,109.5199966430664,110.63999938964844,24570200
2015-06-02,101.58264923095703,110.06999969482422,110.61000061035156,109.47000122070312,110.01000213623047,19449600
2015-06-03,101.88716888427734,110.4000015258789,110.80999755859375,110.12999725341797,110.56999969482422,20507200
2015-06-04,101.11197662353516,109.55999755859375,110.4800033569336,109.20999908447266,109.77999877929688,31374600
2015-06-05,100.87200927734375,109.30000305175781,109.69000244140625,108.62999725341797,109.43000030517578,22641700
2015-06-08,99.84761810302734,108.19000244140625,109.33000183105469,107.97000122070312,109.25,24549200
2015-06-09,99.68147277832031,108.01000213623047,108.4000015258789,107.19999694824219,107.93000030517578,27554600
2015-06-10,101.04735565185547,109.48999786376953,109.80999755859375,108.26000213623047,108.37999725341797,30297900
2015-06-11,101.19502258300781,109.6500015258789,110.1500015258789,109.45999908447266,109.86000061035156,17593500
2015-06-12,100.36441040039062,108.75,109.30000305175781,108.5999984741211,109.06999969482422,27201800
2015-06-15,99.86604309082031,108.20999908447266,108.37999725341797,107.30999755859375,107.94000244140625,31238800
2015-06-16,100.4105453491211,108.80000305175781,108.9800033569336,108.05000305175781,108.0999984741211,16456900
2015-06-17,100.68743896484375,109.0999984741211,109.44999694824219,108.43000030517578,108.9800033569336,23296700
2015-06-18,102.15484619140625,110.69000244140625,110.87999725341797,109.44000244140625,109.5,43032400
2015-06-19,101.6497802734375,109.88999938964844,110.58000183105469,109.80999755859375,110.48999786376953,27877600
2015-06-22,102.3990249633789,110.69999694824219,111.02999877929688,110.44999694824219,110.69999694824219,19120900
2015-06-23,102.48229217529297,110.79000091552734,110.88999938964844,110.33000183105469,110.81999969482422,18127900
2015-06-24,101.95502471923828,110.22000122070312,111.12999725341797,110.19000244140625,110.66000366210938,15815900
2015-06-25,101.75151824951172,110.0,110.76000213623047,109.81999969482422,110.6500015258789,18326700
2015-06-26,101.07627868652344,109.2699966430664,110.2300033569336,108.86000061035156,109.9800033569336,32311700
2015-06-29,98.68974304199219,106.69000244140625,108.66000366210938,106.63999938964844,108.05999755859375,50874900
2015-06-30,99.04125213623047,107.06999969482422,107.72000122070312,106.73999786376953,107.48999786376953,34809900
2015-07-01,99.8275146484375,107.91999816894531,108.3499984741211,107.41999816894531,108.12999725341797,21293000
2015-07-02,99.85525512695312,107.94999694824219,108.31999969482422,107.62000274658203,108.2300033569336,20499400
2015-07-06,99.62397003173828,107.69999694824219,108.31999969482422,107.04000091552734,107.2699966430664,24311000
2015-07-07,99.8737564086914,107.97000122070312,108.06999969482422,105.83000183105469,107.81999969482422,44230800
2015-07-08,98.13471221923828,106.08999633789062,107.33000183105469,105.88999938964844,107.19999694824219,39691500
2015-07-09,98.07923889160156,106.02999877929688,107.5999984741211,106.0199966430664,107.5,28381000
2015-07-10,99.57774353027344,107.6500015258789,108.05000305175781,107.05000305175781,107.44000244140625,26415800
2015-07-13,101.32599639892578,109.54000091552734,109.62999725341797,108.56999969482422,108.58000183105469,25780700
2015-07-14,101.9920425415039,110.26000213623047,110.55999755859375,109.62999725341797,109.69000244140625,21977200
2015-07-15,102.10303497314453,110.37999725341797,110.80999755859375,110.06999969482422,110.47000122070312,28631500
2015-07-16,103.54605102539062,111.94000244140625,111.95999908447266,111.06999969482422,111.29000091552734,29838900
2015-07-17,105.07233428955078,113.58999633789062,113.58999633789062,112.6500015258789,112.83999633789062,35926800
2015-07-20,105.4330825805664,113.9800033569336,114.38999938964844,113.4800033569336,113.83000183105469,26539000
2015-07-21,105.36836242675781,113.91000366210938,114.19999694824219,113.58000183105469,114.0199966430664,35468900
2015-07-22,104.17506408691406,112.62000274658203,113.16999816894531,112.16999816894531,112.16999816894531,35575000
2015-07-23,103.78655242919922,112.19999694824219,113.0999984741211,111.91000366210938,112.7300033569336,25698300
2015-07-24,102.76903533935547,111.0999984741211,113.0,110.93000030517578,112.80000305175781,30844700
2015-07-27,101.91804504394531,110.18000030517578,110.94999694824219,109.94000244140625,110.47000122070312,35994800
2015-07-28,102.79679107666016,111.12999725341797,111.3499984741211,109.79000091552734,110.66999816894531,33553500
2015-07-29,103.18531036376953,111.55000305175781,111.79000091552734,110.94000244140625,111.37000274658203,26714100
2015-07-30,103.67554473876953,112.08000183105469,112.2699966430664,110.62000274658203,111.29000091552734,25438100
2015-07-31,103.5552978515625,111.94999694824219,112.48999786376953,111.72000122070312,112.43000030517578,22081700
2015-08-03,103.2315444946289,111.5999984741211,112.27999877929688,110.86000061035156,111.97000122070312,25001800
2015-08-04,103.03730773925781,111.38999938964844,111.75,110.93000030517578,111.55000305175781,22132300
2015-08-05,103.83280181884766,112.25,113.0,111.87999725341797,112.01000213623047,28989900
2015-08-06,102.16777038574219,110.44999694824219,112.5,109.94999694824219,112.3499984741211,42125400
2015-08-07,102.03827667236328,110.30999755859375,110.56999969482422,109.4000015258789,110.18000030517578,30006800
2015-08-10,103.20379638671875,111.56999969482422,111.80999755859375,111.0,111.01000213623047,21500800
2015-08-11,101.88102722167969,110.13999938964844,111.41000366210938,109.52999877929688,110.9800033569336,36123300
2015-08-12,102.23252868652344,110.5199966430664,110.73999786376953,108.22000122070312,109.37999725341797,41889000
2015-08-13,102.0660400390625,110.33999633789062,111.16000366210938,110.0999984741211,110.62999725341797,22510500
2015-08-14,102.22328186035156,110.51000213623047,110.66999816894531,109.86000061035156,110.08000183105469,17924900
2015-08-17,103.07427978515625,111.43000030517578,111.45999908447266,109.95999908447266,110.23999786376953,21224900
2015-08-18,102.54703521728516,110.86000061035156,111.37000274658203,110.70999908447266,111.27999877929688,13984400
2015-08-19,101.87178039550781,110.12999725341797,111.11000061035156,109.48999786376953,110.5199966430664,42511400
2015-08-20,99.05049133300781,107.08000183105469,109.45999908447266,107.06999969482422,109.11000061035156,57747300
2015-08-21,94.72142791748047,102.4000015258789,106.47000122070312,102.4000015258789,105.56999969482422,97763400
2015-08-24,91.07686614990234,98.45999908447266,102.52999877929688,84.73999786376953,94.2300033569336,150829900
2015-08-25,90.73460388183594,98.08999633789062,102.73999786376953,98.01000213623047,102.06999969482422,75088300
2015-08-26,95.3041763305664,103.02999877929688,103.2300033569336,98.93000030517578,100.95999908447266,104103800
2015-08-27,97.71845245361328,105.63999938964844,105.70999908447266,103.27999877929688,104.5199966430664,69377700
2015-08-28,97.69996643066406,105.62000274658203,106.0,104.8499984741211,105.08000183105469,49919600
2015-08-31,96.48817443847656,104.30999755859375,105.61000061035156,104.05000305175781,105.02999877929688,39549400
2015-09-01,93.47266387939453,101.05000305175781,103.29000091552734,100.62999725341797,101.70999908447266,73155500
2015-09-02,96.10895538330078,103.9000015258789,103.91999816894531,101.69999694824219,102.87999725341797,43963600
2015-09-03,95.63716888427734,103.38999938964844,105.0199966430664,103.0999984741211,104.30999755859375,45131800
2015-09-04,94.49942016601562,102.16000366210938,102.8499984741211,101.58999633789062,101.97000122070312,49379600
2015-09-08,97.16345977783203,105.04000091552734,105.16999816894531,103.69000244140625,104.12000274658203,37343500
2015-09-09,96.07196807861328,103.86000061035156,106.30999755859375,103.58999633789062,106.27999877929688,47146700
2015-09-10,97.1172103881836,104.98999786376953,105.68000030517578,103.62000274658203,103.73999786376953,47686700
2015-09-11,97.65370178222656,105.56999969482422,105.56999969482422,104.20999908447266,104.51000213623047,29106100
2015-09-14,97.35769653320312,105.25,105.9800033569336,104.8499984741211,105.95999908447266,19718800
2015-09-15,98.5047378540039,106.48999786376953,106.81999969482422,105.11000061035156,105.5,30020200
2015-09-16,99.05973052978516,107.08999633789062,107.19000244140625,106.13999938964844,106.51000213623047,31329100
2015-09-17,99.09676361083984,107.12999725341797,108.7300033569336,106.63999938964844,106.9800033569336,56139800
2015-09-18,97.68729400634766,105.3499984741211,106.5999984741211,105.16999816894531,105.2300033569336,48384000
2015-09-21,97.99329376220703,105.68000030517578,106.55000305175781,104.7300033569336,105.93000030517578,35772600
2015-09-22,96.52823638916016,104.0999984741211,104.41999816894531,103.12999725341797,104.05999755859375,47359700
2015-09-23,96.60240173339844,104.18000030517578,104.66000366210938,103.63999938964844,104.37999725341797,21775100
2015-09-24,96.2500228881836,103.80000305175781,104.19000244140625,102.2699966430664,103.16999816894531,38284300
2015-09-25,95.43402099609375,102.91999816894531,105.01000213623047,102.27999877929688,104.91000366210938,44700000
2015-09-28,92.71717071533203,99.98999786376953,102.55000305175781,99.69000244140625,102.4800033569336,44077500
2015-09-29,92.23499298095703,99.47000122070312,101.26000213623047,98.75,100.23999786376953,49315500
2015-09-30,94.35843658447266,101.76000213623047,101.87000274658203,100.5,100.88999938964844,41411400
2015-10-01,94.78495788574219,102.22000122070312,102.2300033569336,100.58999633789062,101.94000244140625,39339100
2015-10-02,96.44474792480469,104.01000213623047,104.01000213623047,100.4800033569336,100.80000305175781,59370900
2015-10-05,97.82637786865234,105.5,105.77999877929688,104.55000305175781,104.77999877929688,32853500
2015-10-06,97.36275482177734,105.0,105.5999984741211,104.18000030517578,105.25,33051500
2015-10-07,97.94692993164062,105.62999725341797,105.86000061035156,104.29000091552734,105.66000366210938,37389300
2015-10-08,98.33638763427734,106.05000305175781,106.2300033569336,104.20999908447266,105.2300033569336,50188900
2015-10-09,98.78146362304688,106.52999877929688,106.7300033569336,105.80999755859375,106.0999984741211,23916200
2015-10-12,99.02254486083984,106.79000091552734,106.98999786376953,106.3499984741211,106.7300033569336,16162000
2015-10-13,98.38275909423828,106.0999984741211,107.26000213623047,106.0,106.18000030517578,26999600
2015-10-14,98.22508239746094,105.93000030517578,106.62999725341797,105.48999786376953,106.0999984741211,30902600
2015-10-15,99.83855438232422,107.66999816894531,107.68000030517578,106.18000030517578,106.31999969482422,38393800
2015-10-16,100.2558364868164,108.12000274658203,108.18000030517578,107.37999725341797,107.9000015258789,27091100
2015-10-19,100.83071899414062,108.73999786376953,108.80999755859375,107.73999786376953,107.9800033569336,23776300
2015-10-20,100.31143188476562,108.18000030517578,108.77999877929688,107.80999755859375,108.55000305175781,23404700
2015-10-21,99.69945526123047,107.5199966430664,108.83999633789062,107.4800033569336,108.7300033569336,30195200
2015-10-22,101.73017883300781,109.70999908447266,109.80000305175781,108.16999816894531,108.4800033569336,42778700
2015-10-23,104.57685089111328,112.77999877929688,113.23999786376953,112.06999969482422,112.66000366210938,53170900
2015-10-26,104.64179229736328,112.8499984741211,113.06999969482422,112.2699966430664,112.69999694824219,25918000
